"pbp-action","pbp-logo src","pbp-action 2","pbp-time","pbp-period"
", 2PT tiro","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","03:01:00","P3"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","7, Roman Bahamondes Diaz","02:58:00","P3"
", Pérdida por pasos","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","7, Roman Bahamondes Diaz","02:38:00","P3"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","7, Roman Bahamondes Diaz","02:38:00","P3"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","8, Gasphar Caneo Salinas","02:38:00","P3"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","Fernando Acuna Henriquez","02:38:00","P3"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","5, Benjamin A. Andrade Contreras","02:38:00","P3"
", 2PT tiro","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","02:26:00","P3"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","02:23:00","P3"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","10, Carlos Gallegos Moya","02:11:00","P3"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","02:11:00","P3"
", Pérdida por mal pase","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","02:01:00","P3"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","02:01:00","P3"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","5, Benjamin A. Andrade Contreras","01:57:00","P3"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","01:57:00","P3"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","01:57:00","P3"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","01:57:00","P3"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","13, Miguel Estay Romero","01:57:00","P3"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","17, Juan J. Garcia Ahumada","01:57:00","P3"
", Tiro libre 1/2  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","01:57:00","P3"
", Tiro libre 2/2  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","01:57:00","P3"
", Pérdida en el manejo del balón","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","5, Benjamin A. Andrade Contreras","01:43:00","P3"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","01:43:00","P3"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","01:40:00","P3"
", Asistencia","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","01:40:00","P3"
"TIEMPO MUERTO","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","","01:40:00","P3"
", Pérdida por mal pase","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","01:27:00","P3"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","01:27:00","P3"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","01:22:00","P3"
", 2PT gancho","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","17, Juan J. Garcia Ahumada","01:10:00","P3"
", Rebote ofensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","5, Benjamin A. Andrade Contreras","01:07:00","P3"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","5, Benjamin A. Andrade Contreras","01:00:00","P3"
", Tapón","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","01:00:00","P3"
"Rebote ofensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","","01:00:00","P3"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","01:00:00","P3"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","01:00:00","P3"
", Pérdida por mal pase","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","Fernando Acuna Henriquez","00:57:30","P3"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","00:57:30","P3"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","00:42:90","P3"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","00:42:40","P3"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","00:42:40","P3"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","00:42:40","P3"
", 2PT tiro","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","Fernando Acuna Henriquez","00:19:60","P3"
"Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","","00:19:60","P3"
", Falta técnica","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","17, Juan J. Garcia Ahumada","00:19:60","P3"
", Se retira","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","00:19:60","P3"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","12, Juan Arostica Diaz","00:19:60","P3"
", Tiro libre 1/1","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","00:19:60","P3"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","00:01:70","P3"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","00:01:20","P3"
"PERIODO FINALIZADO","","","",""
", Se retira","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","10:00:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","10:00:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","Fernando Acuna Henriquez","10:00:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","13, Miguel Estay Romero","10:00:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","10:00:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","10:00:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","10:00:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","10:00:00","P4"
"INICIO PERIODO","","","",""
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","09:47:00","P4"
"Salto balón retenido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","","09:29:00","P4"
", 3PT","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","09:22:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","09:19:00","P4"
", Pérdida en el manejo del balón","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","17, Juan J. Garcia Ahumada","09:07:00","P4"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","09:07:00","P4"
", 2PT tiro  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","09:01:00","P4"
", 2PT tiro","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","5, Benjamin A. Andrade Contreras","08:42:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","08:37:00","P4"
", 3PT","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","10, Carlos Gallegos Moya","08:29:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","08:25:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","08:13:00","P4"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","17, Juan J. Garcia Ahumada","07:58:00","P4"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","07:58:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","17, Juan J. Garcia Ahumada","07:58:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","07:58:00","P4"
", Tiro libre 1/2  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","07:58:00","P4"
", Tiro libre 2/2","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","07:58:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","07:58:00","P4"
", Pérdida en el manejo del balón","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","07:46:00","P4"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","07:46:00","P4"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","07:38:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","07:34:00","P4"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","07:32:00","P4"
", Rebote ofensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","07:29:00","P4"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","07:28:00","P4"
", Rebote ofensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","07:26:00","P4"
", 2PT tiro  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","07:25:00","P4"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","10, Carlos Gallegos Moya","07:14:00","P4"
"Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","","07:12:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","5, Benjamin A. Andrade Contreras","07:12:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","07:12:00","P4"
", 2PT tiro  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","07:02:00","P4"
", Pérdida en el manejo del balón","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","06:50:00","P4"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","06:50:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","06:45:00","P4"
"TIEMPO MUERTO","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","","06:44:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","10, Carlos Gallegos Moya","06:44:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","06:44:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","12, Juan Arostica Diaz","06:43:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","06:43:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","06:33:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","06:23:00","P4"
", 2PT gancho","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","06:10:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","06:07:00","P4"
", 3PT","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","05:59:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","05:56:00","P4"
", 3PT","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","05:47:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","05:43:00","P4"
", Pérdida por mal pase","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","05:38:00","P4"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","05:38:00","P4"
", 2PT tiro","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","05:32:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","05:29:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","05:24:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","15, Daniel Morales Gonzalez","05:10:00","P4"
", Asistencia","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","05:10:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","04:53:00","P4"
", Asistencia","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","04:53:00","P4"
", 2PT tiro","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","04:39:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","04:35:00","P4"
", Pérdida por mal pase","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","04:24:00","P4"
", 3PT","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","04:17:00","P4"
"Rebote ofensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","","04:16:00","P4"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","04:16:00","P4"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","04:16:00","P4"
", Pérdida por mal pase","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","04:16:00","P4"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","04:01:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","03:57:00","P4"
", Pérdida en el manejo del balón","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","03:57:00","P4"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","03:57:00","P4"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","03:53:00","P4"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","03:53:00","P4"
", Tiro libre 1/2","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","03:53:00","P4"
", Tiro libre 2/2","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","03:53:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","03:53:00","P4"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","03:39:00","P4"
", Rebote ofensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","11, Gonzalo Rojo Arqueros","03:36:00","P4"
", 2PT tiro  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","03:27:00","P4"
", 2PT tiro  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","03:16:00","P4"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","03:02:00","P4"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","03:02:00","P4"
", 2PT tiro","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:52:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","02:50:00","P4"
", Pérdida por mal pase","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","02:45:00","P4"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","02:45:00","P4"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","02:37:00","P4"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:37:00","P4"
", Tiro libre 1/2","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:37:00","P4"
", Tiro libre 2/2  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:37:00","P4"
", Pérdida por mal pase","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","02:30:00","P4"
", Recuperación","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:30:00","P4"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:26:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","02:23:00","P4"
", Pérdida por dobles","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","02:22:00","P4"
", Falta en ataque","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:21:00","P4"
", Pérdida por falta en ataque","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:21:00","P4"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","02:21:00","P4"
", 3PT","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","02:08:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","02:04:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","02:03:00","P4"
", Asistencia","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","02:03:00","P4"
", 3PT","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","01:47:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","01:44:00","P4"
", 2PT bandeja","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","01:33:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","01:30:00","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","01:22:00","P4"
", Asistencia","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","01:22:00","P4"
", 2PT tiro","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","01:09:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","01:05:00","P4"
", 3PT","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","9, Felipe Cordero Zurita","01:02:00","P4"
